Text,True Sentiment,transformers Sentiment,transformers Confidence,transformers Response Time (s)
snarlbr br scowlbr br acts random violencebr br gutteral voicebr br fetish wearbr br shaven headbr br mean one thingbr br grace jones backbr br actually sources tell title role blade wasnt played diva wesley snipesbr br improvementbr br blade adaptation comic character somehow transfer simplistic twodimensional world printed page become even simplistic lost couple dimensionsbr br plot hackneyed almost beyond belief adds nothing vampire genre fact much like nosferatu seems suck life audience brief upwardly mobile vampire wants become powerful opposed blade halfhuman halfvampire annoying climaxes blade put vampire juice press bad martial arts pitiful cgi since br br blade least empathic character since dolph lundgrens punisher also comic adaptation perhaps trend surely audience meant side hero whilst vampire tragic character true blade relentlessly cruel scornful whole lot better bad guysbr br assume wesley snipes acting career purely everyone else compared favourably snarls way movie find looking stake even ballpoint pen anything put blade grave br br piece narcissism blade pretty much unbeatable treated endless lingering shots gymfresh snipes reason whatsoever likewise actor allowed chance give reasonable performance likes steven dorff act play second fiddle snipes tedious performancebr br kris kristofferson used appear good movies reduced sidekick know isnt going make final reel happens blade finds yes guessed rushes scene wreak revenge villains giant underground lairbr br cant worlddomination take place quiet country house always go ahead underground cathedrals would albert speer wondering little grandiose lot plans could stopped right local councils paid attention plans extending subbasements br br rest movie dull unimaginative nothing new add genre vampires done undeath perhaps laid rest least someone think way make interesting againbr br finish grace jones vampire movie called vamp ten times better,negative,negative,0.9989885687828064,0.7216620445251465
one peace art like comedy watch comes funny moment movie spoilerbr br nikolai goroshkov walking together paris first time visiting local market goroshkov goes look nikolai much food look onetwothreetenthirtyfiftyhundred kinds meat ask tinytiny peace taste wont give french greedy goroshkov takes nikolai tvshopgoroshkov tell needs televisions look monster example goroshkov points finger monstertv goes motherfukerhe supposed digging ditch hes tvwait minute thats hahahbr br wan na laugh watch movie wont regret,positive,negative,0.9744771122932434,0.3807229995727539
prepared bad movie bad movie guess shouldnt complain twentysomething tom gay poster boy robert stadlober many issues doesnt know hes coming going wouldnt stayed pretty girls serious mavie anna brggemann nononsense angie emma daubas sarah baumann star movie within movie theres toms soul mate wildeyed margarete jana pallaske reminds batrice dalle gina gershon youve got remember fine memories looks good even ridiculous outfits mean ridiculous even berlin standards wonder whether id liked movie characters age guess wouldnt watch indie idols oli schulz max schrder der hund marie performing street musicians feeling pain,negative,negative,0.9930563569068909,0.36897873878479004
wow finally managed several attempts finish watching god awful movie learn rick sloane production team completed straighttovideo sequel yearbr br movies reviewed mstkand truly dig bottom barrel screening reputationally bad manos werewolf incredibly strange lesser know disasters like laserblast zombie nightmare time chasersthis certainly absolute biggest pile garbage theyd ever shown makes perfect riffing simple movie bunch munchieslike gremlins loose exploiting peoples desires fame fortune prowess course sex ways end people getting killed kind movie acting ridiculous test machismo example illustrated two guys battle front yard garden tools writing forced oftdescribed scene gremlin hanging arm one girl would notice turned head quarter left isnt first time movie happens story rarely given attention hence mstk riff law future films made filmmakers actually root furry puppets kill everyone screen worst movie ever,negative,negative,0.9986506104469299,0.2711210250854492
worked atrocity ten years ago luckily one knows didnt make final cut saw movie theaters glad agents driven nuts apparently firsttime filmmakers rewriting script daily changing arrangements agencies often later told back california shot atlanta professionals hours worth footage even edited minutes least twice long needs found hulk hogan surprisingly charming otherwise waste film,negative,negative,0.9387378096580505,0.1225123405456543
impressed one true thing upfront daughter mentions mothers cancer beginning movie depressing subject matter refreshing change pace instead blindsided revelation characters fatal illness movie love story terms endearment etc br br meryl streep renee zellweger william hurt give strong performances dont go edge characters play seem human theyre perfect people arguably one might say martha stewarttype character streep plays throughout film found character noble nonsappy way shes dealing plight best way knows br br one true thing observant unsentimental family drama tears end wellearned,positive,positive,0.9989526271820068,0.19564557075500488
damatos hardcorehorror hybrid doesnt really live extraordinary title intriguing premise wherein various vapid contemporary types attacked monster atoll previously used nuclear experiments part film slow action dreary cast clearly repulsed sex film becomes chore watchbr br pity film sets promising idea group scientists taken atoll naval officer small vessel scientists three women two men intriguing cross section sexual types suffering various degrees nymphomania codependency frigidity theres even intriguing foray world female sex tourism one women stops brothel get serviced two hunky caribbean studs hire creature mangled native islander horribly scarred face unfeasibly long pizzle bears affinities old creature black lagoon kind nuclear nightmare hovered postmodern man since cold war commenced despite us west retreated hedonism relativistic sciencebr br porno holocaust certainly film shows postsexual revolution westerners coming across mirror image nuclear monster yet torpidity unfolds really lets fierceness idea promising interplay action shots pov shots suggest monster looksstalks horror monsters pov position tend akin voyeur audience getting sex beautiful people sight monster forcing gorgeous young woman suck oversized member certainly throws target audiences ugly fantasies face damato developed similar ideas better films porno holocaust potentially fierce idea let execution even damatos usual cinematographic skills let much dreary camerawork,negative,negative,0.9933269023895264,0.7594890594482422
id liked takashi miike films id seen far found pretty disappointing id bought wont keeping itbr br saw adness dvd two episodes first killer abducts women cuts top skull expose brain plants ground chin plants flower brain tell dvd box movie top head digitally blurred tv static seen dvd box viewer wouldnt know people looking later young cop produced small model body oddly also flash frame later womans head censored apart im really sure going women get phone calls sketchy animated character cavorts around happens animated character also appears tv screens sometimes unclear anybody sees itbr br second episode pregnant women found cut open babies missing cop produces model corpses like helpful since actual body censored also natural birth movie oddly even baby umbilical cord censored according dvd box uncensored versions kept originally made perhaps even knew going censored maybe didnt bother actually showing anything surebr br hear later episodes better maybe ill look wont bother,negative,negative,0.9983030557632446,0.4811403751373291
rivers edge pleasant film watch incredible one viewed many years ago truly think would still ability shock released remade something perhaps movie ever made captured essense young suburban inertia like distrubing frightening movie given based true story even disturbing well acted unpleasant many times watch also little known masterpiece truely important film mandatory watch shown nationwide highschools fantastic,positive,positive,0.9962206482887268,0.1749563217163086
saw kathy ireland person unt denton filming necessary roughness strangely enough voice shes using film isnt far real speaking voicebr br anyway plot goes like kathy gets letter telling fathers fallen bottomless pit africa goes investigates site fathers death get sucked subterranean world thats part dystopian nightmare part uninspiring fantasy inhabited rejects plasmatics movie really wastes talent linda kerridge opinion could someone gotten one big role right anyway main hero story gus lame mark jacko jackson ripoff original annoying enough begin guy really torture watch eventually nebbish wanda comes shell ends wearing bikini top sarong end youre going kathy ireland film skimpy clothing itd better bikini anyway film around bad rightfully skewered mstkbr br avoid one possible,negative,negative,0.9992709755897522,0.35996317863464355
great film never showed town actually didnt opportunity watch late es caught german television expecting something disaster found instead wellacted grand western superb location work tiny tube couldnt really damage theres almost dull moment hour film hope see big screen spectacle would dont miss ever chance unfortunately harsh treatment heavens gate opening ruined michael ciminos career moved passable year dragon boringly ludicrous sicilian screechingly dumb desperate hours,positive,negative,0.9956113696098328,0.2850370407104492
one finest musicals made one timeless worth seeing time delicious acting especially ron moody fagin superb costumes exquisiteeven shabby onesbr br two young lads play oliver artful dodger wonderfully talented oliver reed great job portraying bill sykes cant help hope comes terrible endwhich br br dancing cleverly choreographed mesmerizing oliver hold likes fair lady sound music oklahoma etc film entire family,positive,positive,0.999683141708374,0.679032564163208
worst movie ever seen entire life periodthis movie goes beyond ridiculousit like director wants get ass sued actors wrongfully misrepresenting roles fantastic fouri believe movie released comic book stores order u say itdesperate geeks cant get enough cheesiness want see crap moviesin conclusion paradox statements thesisi believe movie great disadvantages futures casts contributorswith exception jay underwoods characterin believe best performanceconsidering roles quite human movies story told way characterhe cant actand people made good decisions go see moviesthis likely going huge rolesunless sparks career rarebut interesting way,negative,negative,0.9933244585990906,0.19957685470581055
others commented around web im pilot coast guard said skeptic went expecting overthetop cheese factors cheese much film pretty accuratebr br watched trailer today seeing film yesterday ive realized trailer gives impression movie nothing rescue rescue action scenes isnt casebr br movie truly characterstory driven action inner struggles costner kutcher dealing kutchers revealed movie costners isbr br course minor love story surprise part movie tells tale two lives come together time help heal old woundsbr br girlie sounds costner much try like kutcher actually work quite well together compliment well moviebr br critics stated youve seen top gun officer gentlemen etc movie hasnt remade million timesbr br recall one f word spoken cant really recall languagebr br movie hours may tend get little long towards endbr br youll laugh may cry honestly say worth paidbr br hope enjoy movie,positive,positive,0.5262402892112732,0.7989761829376221
first interesting note one users commented film belgium add lumumba communist user indeed watched film message communist pigeonholed none belgium us un etc communist leader individuals corporations countrys political economic gains even one decides accept film partakes revisionist history would naive assume lumumba communist especially coming country granted congo independence since lumumba elected democratically seat prime ministerbr br onto filmbr br one important powerful films seen quite time depicting struggles african freedom fighter elected prime ministers struggles first leader mr peck quite commendable job putting together pieces one work must quite task due fact people outside congo belgium likely know history lumumba congo outside light coverage african imperialism hopefully one high schoolsecondary school maybe universitycollege level history classes work cut himbr br think oliver stones jfk took hours lumumba runs hours engaging minutes find desire compromise western powers holds responsible atrocities people particularly belgium trying deal power struggles within borders apparently even friends amazing man lived long didbr br must see anyone interested equality justice humanity history politics true freedom disappointed,positive,positive,0.9505820274353027,0.5924108028411865
even ryan wasnt annoying person would still bad said even begin directors log urge snatch tape recorder pound hammer punt lake haunted lake course oh wish dead time literal opposed refer alas death maybe pillow place humming noise oh wait thats cat actually expected see sort evidence least something verify escapades dont worry wont see anything would see normal daybr br entire season show um nothing fact less nothing waste time took challenge something paranormal challenge actually something paranormal could say go camera say love paranormal much ill draw stick figures ghosts love paranormal much ill film hot coeds pretending ghost hunters would wasting film wasting paranormal could say ill mess demon dont say name might get hurt know god doesnt like would quite thing god wouldnt like dont asked waste time paranormal followed suit went old building looking mothman waste time made real difference effect learned nothing new waste time filmbr br amazing detective work uncanny well found problem cat died going psychically communicate cat tell move kind throw catnip itll okdirectors log captain log star date oh mean directors log brought new investigators couple chic um yeahwe new case strange things happening focusing one childrenwere going investigate bring psychic havent told anything tv trust us,negative,negative,0.9957512617111206,0.48372912406921387
god awful norris film one annoying performances ever calvin levels weak script characters terrible hardly actionplus even chuck norris stinks christopher neame weak main villain story interesting plus norris seemed bored whole thing dont blame calvin levels gives one annoying performances movie ever couldnt stand tempted rip tape vcr plus norris levels chemistry together looking great martial art moves norris dont go near however want movie uninteresting story hardly action bad acting look god awful norris film one annoying performances ever calvin levels avoid like plague direction incredibly bad aaron norris incredibly bad job suspense thrills bland camera work keeping film dull pace little bit blood violence get gory impalingsripped heart exploding body gunshot wounds acting really bad chuck norris amazing usually seemed bored one liners flat acting wasnt great huge norris fan absolute worst norris still rulescalvin levels incredibly annoying whiny wimpy performance severely grated hoping get good sadly didnt christopher neame pretty weak main villain voice cool acted big time sheree j wilson beautiful okay rest cast terrible overall please avoid worth torture even huge norris fan like bomb,negative,negative,0.9988343119621277,0.47457456588745117
anna christie br br anna christie terrific parts amazing performances yet even better drama scenes really atmospheric interior shots around table bore shots night sea really pretty exciting nearly historical lively scenes set coney island even brief jittery roller coaster ride episode two women behind netting separate beds visitors midway throw balls try tip women scantily dressed egg men weirdly sexual comeon kind way garbo front crowd watchesbr br garbo course makes movie another good early talkie plays sides character coy skeptical kind inner anguish laughs cries withdraws pushes outward ways forward looking remarkable movie directed clarence brown whole series significant films precode sound erabr br though based successful eugene oneil play writing struggles little actors seem go paces times marie dressler great exaggerated way almost trademarked greta garbo really natural presence even seems shes overacting slightly times everyone else garbo course famous first silent actress talking film debut audiences loved enough made german language version following year,positive,positive,0.9962716102600098,0.45209693908691406
last night pleasure seeing movie bug florida film festival let say real treat directors qa afterwards movie begins young boy smashing roach beneath foot man nearby parking car sees young boy smash runs ask kid kill living creature rush counsel youth error ways man neglects pay parking meter starts whole chain events involving people related funny sad ridiculous movie lot laughs lots many actors recognize main actors stood film jamie kennedy comedy show jamie kennedy experiment playing fortune cookie writer john carroll lynch plays drews cross dressing brother drew carey show playing animal loving guy cant get right brian cox original hannibal lecter manhunter playing germaphobic owner donut chinese food take joint one line cox tells chef wash pigs blood sidewalk saying clean death quite funny mostly coxs obsessed germs delivery funniest moment movie comes young boy imitates father heard earlier day yell motherf classroom another extremely funny surreal scene trudie styler mrs sting another actor perform scene cable access show film boy plastic bubble actor hosts cable access show amazing serious deadpan performance doctor boy plastic bubble enthralling many fine funny actors actresses film shot less month budget million directors phil hay matt manfredi screenwriters trade written crazybeautiful upcoming tuxedo starring jackie chan achieved film great funny endearing,positive,positive,0.9732521176338196,0.347994327545166
read viciously hidden remarks previous comments stating film showed bunch gay guys romping around gaynessbr br couldnt misleading eighteen gay film three gay characters one victim prejudice people like one wrote comments despite confession fairnessbr br pips grandfather gay tender scene soldier sergeant male bonding crucial moment death people gets appalled kiss welcome scene guts flying man killed bombbr br focus film straight relationship pip sweet girl facing social obligation parenthoodbr br ralph rewes wwwrinfo,positive,negative,0.9889957904815674,0.15090608596801758
great concept perfect characterizations voices complete waste time real shame since aimed higher would probably bomb way dependent upon scatological humor starters im amazed comments educated reviewers referring good science behind piece puerile trash unlike finding nemo bit suspension disbelief attention detail staggering science good context would allow osmosis jones utter nonsense dont kid science humor aimed eightyearolds subject matter suitable unsophisticated teens,negative,negative,0.9818158149719238,0.16029977798461914
entertained throughout insightful documentary waited good come pipes local video chain worth wait like good documentary special interest piece definitely heartfelt honest nostalgic look back adolescent life imagination child fascinating thats great story begins rent buy like good humorous around entertaining documentary mr stein company definitely come long way neighborhood video camcorder productions bank holdups gayrings turn people gay one glance seem rather successful theyre respectful fields good know still good friends dvd extra trailers good documentaries features number darrens notable productions including crazy news,positive,positive,0.9994581341743469,0.18471121788024902
considering potential move reality disappointing always nice see jennifer aniston movie even couldnt turn around action predictable jokes flat mildly amusing characters interesting wanted like film never happened ben stiller hilarious theres something mary looks like hes going thru motions lift plot points friends known something wrong toilet humor stayed closet br br watch first dates instead,negative,negative,0.9844036102294922,0.19707202911376953
one help find title artist song played least halfway movie cant remember scene playing words song ballad lyrics go like natures way telling somethings wrong natures way telling song natures way forgiving please help question thanks much searching internet days cant get song mind challenge find one may able help mer matter wish would paying attention scene playing,positive,negative,0.9825443625450134,0.14001917839050293
big bad john hilarious touching movie want romance tragedy humor movies got youre fan song like pretty much know ends dont want watch anyway strongly recommend movie jack elam jimmy dean hilarious pair great chemistry however wouldnt recommend movie strict urban folk understand people supposed coming handful us left even urban folk might understand appreciate good home movie thatll make laugh cry inspired,positive,positive,0.9972530007362366,0.1518688201904297
fluttering butterfly wings atlantic unleash hurricane pacific according theory somehow related chaos theory im sure exactly every action matter small insignificant start chain reaction lead big events small jewel film shows us series seeminglyunrelated characters paris whose actions affect others lives sixdegreesofseparation theory applied well story facet jewel film acting finelytuned nuanced audrey tautou luminous stories mesh plausibly humor right viewer leaves theatre nodding agreement,positive,positive,0.9977816939353943,0.1482706069946289
first consider film nearly fifty years old yet still stands one great films time wonder many todays throwaway celluloid productions still talked br br story simple yet solid enough effects nothing short phenomenal day still recall first time watched kid monster enters forcefield protecting ship got see outline first time shivering fear tell looks dated today still effective enoughbr br scenes tiger show age see outline tiger matted shots altaira visiblebr br likewise effect whereby creature melts way krell doors wonderfully donebr br also amazing see leslie nielsen better remembered airplane naked gun movies young still mature man film came nearly nowbr br good movie sure continue favourite years come timeless,positive,positive,0.9991129040718079,0.295013427734375
im glad available dvd film excellent example triumph content style emptyheaded flashing lights constant loud noisesbr br essentially short attention span lack wit imagination engage literary narrative wont like film reasons quite simple unfortunately rarely achieved matthew jacobs done fantastic job transposing story catherine storrs novel marianne dreams successfully screenplay unenviable task anyone seen film book undoubtedly knowbr br casting excellent allowing director bernard rose use actors way rarely seen indulge craft acting know know actors job acting instead resorting mugging inanely camera lens whist kaleidoscope car chases explosions fire fights break around genuinely rare treat actually happen filmbr br brings final reason film imaginative thinker spoonfed tabloid reader apart solid script direction acting relies atmosphere suspense implied horror categorized horror presentation paper house vein sophocles tobe hooperbr br conclusion like lots loud noises explosions constant cuts bright flashing colours youd better watching transformers like suspenseful story unfolds skillful evocative use narrative without insulting intelligence force feeding cacophonous nonsense might thing,positive,negative,0.9562969207763672,0.33338451385498047
review freddy mercury untold story theatrical release chicago int film festival one phoniest uninspired tedious biographical documentaries seen film saw movie theater originally released tv would plead producers distributors fool paying audience false promise cinematically worthy documentary feature even madefortv documentary sentimental piano solos accompanying interviewees sitting front flower arrangements hotel rooms pompous pseudoliterary narration rang true sleepapedic bed infomercial redeeming aspects untold story freddy mercury uhm untold story princess diana original concert video tv footage unabridged freddy mercury queen testimonial interviews irrelevant eye witnesses insights free spirit really thought freddy mercury company man belittle freddy testimonials brian may montserrat caballe shed new affectionate light mercurys complex life character harry potterlike boarding school segments interview first girlcrush works travel agency members freddys first school band contribute really want know mercury vital milestones personal life sexuality artistic style growth queen band remain unexplored filmmakers dont ask single provocative question engage independent visionary research subject instead delivering tedious montage politely clean vastly empty comments enigmatic brilliant rock legend doesnt deserve remembered history channel biography grandparents doze sunday night,negative,negative,0.9976845979690552,0.34235405921936035
detonator set bucharest sort ex cia government agent named sonni griffith wesley snipes tracked arms dealer named dimitru matthew leitch things go wrong though dimitru finds sonni working us government big shootout dimitrus men killed sonni local romanian police force unhappy top man flint michael brandon decides send sonni back us time protect woman named nadia cominski silvia colloca also sent back us however turns nadia wanted dimitru football club owning boss jozef tim dutton need order complete deal nerve gas bomb intend set washington killing millions peoplebr br american romanian coproduction directed pochih leong detonator confirms beyond shadow doubt wesely snipes joined washed action film stars club relegated making generic action films eastern european locations yep snipes joined luminaries jeanclaude van damme steven seagal dolph lundgren rutger hauer chuck norris give snipes bit credit since held little longer rest excellent blade trinity still fresh lot cinema goers minds every film made since gone straighttodvd happen sooner later like lot names ive mentioned snipes lived reputation great films look career hes bad films good ones like recent films jcvd seagal detonator pretty awful script martin wheeler predictable boring bythenumbers anything detonator sort film expect see obscure cable tv channel playing oclock morning detonator chock full clichs snipes forced situation protect woman first dislike end love closest friend cia turns traitor obnoxious book boss noone likes actually turns pretty decent guy snipes character allowed run around bucharest shooting killing blowing people like doesnt matter never gets arrested action dull forgettable bad guy football club lots annoying football terminology arent even funny onelinersbr br director leong doesnt anything anything liven things detonator looks cheap car chase two cars never seem get mph mark ok action scenes relatively well staged far utterly forgettable bad guy shoots snipes misses return snipes shoots bad guy kills sort way theres half decent car crash explosion little else seems detonator shot romanian football stadium think id rather watched game minutes rather filmbr br supposed budget detonator reasonably well made much really happens set filmed bucharest romania acting isnt great snipes doesnt seem interested feels like money dont blame allbr br detonator yet another poor clichd action film starring actor set eastern europe sony keep making things recommend much better action fare,negative,negative,0.9975879192352295,0.9597799777984619
deliberately read reviews movie imdb watched really wanted see make mind big fan qt past think agree made great movies lately seems overcome mystique disappeared fundament movie proves consists scenes basterds work consists instead mostly long tedious boring stretches conversation people realise give stuff longwinded lacks great sparkling dialogue qt responsible past entire movie anticlimactic tension going happen every scene telegraphed clearly advance time happens dont care honestly folks dont believe hype boring movie missing nothing dont see,negative,negative,0.9972233772277832,0.4084150791168213
ed wood movie angora love stan laurels oliver hardys last silent movie end era laurel hardy left real mark silent movie genre movies still popular watched aired regularly present daybr br shame movie however among bestbr br premise movie sounds good good boys team goat time course leads trouble us hilarious situations watch however time extremely silly totally unbelievable watch boys comedy stuff goat jokes movie still work good movie however never gets truly hilarious memorable comedy story really feels lacking times mostly simple predictablebr br course still good fun enough watch fans still slightly disappointing last silent laurel hardy entrybr br,positive,negative,0.7975282073020935,0.3877277374267578
grew watching full house child stopped watching years two weeks ago started back watching kids watch show love watch well kids cant believe dj show agebr br really love show show watch family good teachings kids learn also isnt drugs violence also kids show problem always open family help thats message kids getting tv days turn family help drugs kids watching shows like full house instead half mess tv daysbr br also love show makes laugh earth talks real life problems family matters always lesson learn showbr br vote show,positive,positive,0.9762610197067261,0.17036986351013184
one sit utter amazement mess film amused raves people bestowed upon biggest problem seems directors inability make mind whether black comedy farce combination meanders place search direction utterly embarrassing performances might better suited bad sitcom shame see talented dianne wiests comic talents squandered ever annoying jane birkin top shes bothersome usualbr br perhaps lot positive criticism due quirky french nature film therefore labeled smart genius neither instead bad tripe leaves rather rancid aftertaste merchantivory stick serious stuff certainly comprehension comedy,negative,negative,0.9922519326210022,0.1710648536682129
expected mazursky film made would counterculture sympathetic towards hippies lot hippies naturally childishly antiauthoritarian eg scene mexican border sutherland provokes customs officer showing little respect accuses latter making open luggage sutherland long hair constant leftwing dribble could gotten nerves prepared beforehand sutherland muses aloud family friends potential movie ideas next film ideas either blacks indians needless say would welcomed open arms todays hollywood one movie ideas black uprising beverly hills racewar sotospeak middle la kind nonsense mazursky thinks writing scripts movies fortunately sutherlands hippie friends make fun blackrevolution premise resulting dialogue isnt bad little later jewish guy makes crack sutherland making movie masturbation black problem latter starts talking masturbation another funny moment sutherlands older daughter performs pc crap stage white schoolmates say black people republic south africabr br always certain amount selfindulgence hollywood makes movie hollywood especially hollywood making movie hollywood discussing hollywood movies thats selfindulgent indeed scene fellini playing amusing annoying though mazursky throws standard flowerchildren antivietnam bullshit soup also pokes fun corporate hollywood wasis much part phony hollywood lyrics song surreal war segment anyone else pretty sure makes phony smalltalk beverly hills parties grins fakely shaking hands people either doesnt know like whose money wants badly next leftwing project hair worst hair ive seen long time film elsewhere sort like kind long hair middleaged accountant would grew long film remains relatively interesting spite aimlessness bogs somewhat tedium last third youd like read parodybiography donald sutherland hollywood actors contact email,negative,negative,0.9958721995353699,0.5005865097045898
first movie true facts saw documentary days earlier movie wasnt anything like first nash genius mathematics movie story man cured found love end also lot scenes plain wrong scene rode around bike campus happened early university years opinion russell crowe didnt fit part since doesnt look intelligentindividualist type therefore really couldnt play one would great would focused mathematics similar pi overdramatized lovelife level abm hollywoodish superficial great personally think wasnt mad paranoid onto something since people caliber tend know lesser mortals,negative,negative,0.9921900629997253,0.28081202507019043
apartmentel one interesting movies ever seen experienced extreme frustration watching movie gunning two leads reunite never happened end disappointed end ending lends even cynical touch generally cynical movie movie people likely rewatch one watch deep impact people havent rewatched movie dont think willbr br story follows experiences man max engaged married muriel remembers old girlfriend lisahe considers love life listens accident lisa talking telephone thus tries find lisa starts extremely frustrating search lisa many layers movie undercurrents jealousy vouyeurism also another character called alice involved whole confusion movie moves whole range twists finally leads ending could interpreted many ways fascinating movie four main characters clever writing makes interesting unique love fact movie obsession jealousy done light hearted manner fast pace probably reason appeal large audience main character max shades grey felt ending perfect dont think supposed clean character considering fact searching long lost love engaged also fling alicebr br character alice even worse manipulation compulsive lying really irritate viewersthat point guess scene breaks front lucien really shows another facet character shows side wants accepted tired lying games wants lead normal life end understands needs get away ending lends cynical touch seems maxs love alice temporary fake say love general temporary emotion better choose safe optionie muriel pursue something fleetingie lisa alice many ways really romantic movie satire romancein waybr br performances deserve high praise vincent cassel max gives great performance perfectly portrays confusion man really sure engagement geeky looks added advantage fits character perfectly real star movie romane bohringer alice nuanced portrayal woman jealous alice love max scene screams nutcase really shows desperation yearning live normal life man loves herbr br btw also thought lesbianism another interpretation drawn movie alices actions explained many ways unreasonable obsession lisa may also explained manifestation lesbian desire may farfetched considering encourages lisa forgive current boyfriend got feeling lesbian long time also avoids questions lisa regarding boyfriend spends whole lot time lisa happy time may lead many question sexual orientationbr br overall would give think deserves subtracted one rewatchability factor think perfect movie otherwise,positive,negative,0.9277480840682983,0.6798439025878906
movie plain bad simply awful string bad movies bollywood end must running excuses making awful movies notbr br problem seems mainly directors movie good actors proved past ability deliver great performancebut directed poorly poor script help eitherbr br movie plenty ridiculous moments bad editing first half instance br br st big concert ajay devgan meets om puri ran away years ago talked om puri finds say beware friendship salman load crap seriously mention baaad soundtrack whatever happened shankar ehsaan loybr br ajay devgun total miscast portraying rockstarbr br saving grace good performances second half ajay shines character shows dark side salman drug addict br br watch maybe last half hour,negative,negative,0.9991311430931091,0.2213587760925293
normally im motivated write reviews movie excruciatingly painful feel must cringed appallingly predictable plot lame acting laughed moments supposed tense indeed audience seemed pretty bored chatty even tense moment movie molly ringwald stood performance merit tortured production even twist end wasnt ive heard said movie didnt take seriously could find little evidence moviebr br cut left cutting room floor favour spend time money something else,negative,negative,0.9995331764221191,0.12933945655822754
agree posts comedy drama leaned little much towards comedy side could great movie without comedy horribly contrived jamie keeps running julio whats name new york many times run someone know downtown clevelandand could robert pastorelli dig yankee stadium hide gold comedy drama still entertaining especially sunday morning enjoyed kimberly elises performance certainly beautiful actress seems take craft seriously younger actress going viable,positive,positive,0.9795837998390198,0.11103630065917969
bravo czechs oncepowerful movie industry seems awaken postcommunist slumberbr br loners comedy done elements would expect see modern hollywood production minus garbage seems get attached genre past several years superb soundtrack excellent visual editing beautiful prague cityscape mention fewbr br story actually comprised several substories frequently intertwain overlap essence collage destinies fates desires follows group urban youthtomidthirties people variety situations ranging daily life leisure activities careers obsessions hillarious theres actually point movie entire theatre people small art gallery laughed nonstop seconds often experience modern hollywood productionsbr br although entire main cast excellent especially upcoming macedonian star labina mitevska role immigrant facing alltoofamiliar hardships single jiri machacek superbly believeable portrayal jakub constantly stoned bohemian whose brain severely affected stuff smokes landing plethora funny situationsbr br conclusion dont miss one got lot offer,positive,positive,0.9409233331680298,0.5860004425048828
dont believe ive seen horror movie bad sincehell dont believe ive ever seen horror movie bad acting alone enough make one cringe bad acting went way beyond horror film cheesy plain awful check god awful special effects demon looked like cheaply constructed puppet came wall couldnt tell supposed frightened laughing ass huge fan horror genre film mildly disappointing couldnt help notice director portland happens hometown must say im deeply ashamed could id give film negative,negative,negative,0.9994502663612366,0.16208744049072266
almost four years iraq war started bigger hole ever thats right flag wavers sure right might american way chasing tails isnt true bet movie said beginning kind freaky much filmor say filmmaker knew coming almost like going fortune teller hearing going happen future point felt hairs standing back neck gw announced major combat operations top visual broken rv towed away american flag waving rearview mirror see understand mean even apolitical even prowar movie kind impact embedded history,positive,negative,0.9783127307891846,0.1262800693511963
greatest game ever played tggep amazingly uplifting infectious underdog film never really devolves sappiness heavyhandedness yes takes several liberties hollywood films liberties forgiven actually add films enjoyment detract fact lot truthful moments really tell rocky type film films outset cares directed none bill paxton know right expertly done immensely watchable br br tggep tells story francis ouimet played confidence cockiness class superstartobe shia labeouf amateur golfer working class irishfrench immigrant family living brookline early ouimet qualifies play us open included amongst competition legendary harry vardon played immense class dignity ferocity stephen dillane ironically vardon nd underdog flick film starts scotland land developers tell youngster building golf course home golf game likes someone like francis undergoes prejudice boy early brookline stories converge openbr br whats ironic even adult multiple major champion vardon still outcast british society due upbringing francis learned much golf reading vardons books subject vardon idol growing unbeknownst vardon actually met back boston vardon years open touring francis br br addition francis vardon entrants open include vardons friend champion brit ted ray boisterous stephen marcus classless chestthumping twotime defending champion john mcdermott michael weaver film really good job showing different personalities menbr br redheaded marnie mcphail ingratiatingly serene stunning francis supportive irish mum veteran elias koteas gives stern reserved taciturn performance french dad addtionally plucky young josh flitter francis pintsized year old caddy eddie almost single handedly steals proceedingsbr br paxton throws lot modern details special effects zoomingin shots show scoreboard positioning players cgi lot golf shots keep film exciting brisk pace make film much period piece film still convinces us specific time placebr br whats interesting rockylike based true story ending satisfactory many levels entertaining film golf set early swow,positive,positive,0.9946980476379395,0.7606561183929443
film designed affect audience film left speechless gorgeously photographed well acted dialog approaches poetry film involves lust hate murder rape theft deception weaves intense web left unable take eyes screen closing credits story sweeping takes audience atrocities spanish civil war human wreckage left behind roger casamajor bruno bertanzoni two young actors command screen supporting players excellently cast lend real sense authenticity sets lighting scenery cinematography wonderful absolutely love photography,positive,positive,0.9995012283325195,0.1894850730895996
