Text,True Sentiment,IBM Watson Sentiment,IBM Watson Confidence,IBM Watson Response Time (s)
visually stunning full eastern philosophy amazing martial arts fantasy brought master director tsui hark man behind best films hong kong cinema produced special effects beautiful imaginative plot bit cerebral side refreshing change films treat audience morons thinking forte however may movie maybe go see latest hollywood studios brain club looking something hes find,Positive,positive,0.998496,0.32150721549987793
tell first offering director also wrote also see potential guy obviously low budget film spirit boondock saints course boondock saints came years could look diamond need polish acting good youre looking deniro michael madsen crime drama remember young guys playing young guys trying criminals theyre going supercool tm like veterans would love seen justin pagel joe main character go make movies great good movie stars,Positive,positive,0.68092,0.30881500244140625
fact someone actually spent money bad script beyond really must one worst films addition haunted highway ever seen bad actors really bad story theres normal reactions event film even though halloween normal people would bigger reactions theyre witnessing father killed mention gutted people tape covering airways able breathe room least people might add person dressed satan dragging dead people house even year old would see difference doll person mention fact one could possibly naive dumb believe reality satan jesus appearances day like kid sure brains br br really stupid thing everyone else seems falling mute satan lookalike well questions asked question throughout film really satan crazy person killing people whenever feels like well hes got human hands arms built whatever guess hes supposed movie well otherwise lousy job concealing person human able kill old lady man mistress cops guns training presume peopleand obviously everyone standing waiting whatbr br whole concept way telling story absolutely worst thing ive seen would never recommend anyone waste hour minutes lives watch total crap,Negative,negative,-0.999837,0.3026115894317627
saw ice age funny especially nice looking film story simple effective characters lovable nicely fleshed really shines digital set designbr br inspired traditional animated movies reality designs give really really nice looking world astounding use colour sometimes touches reality shine especially water impressive nonetheless fantasyworld based reality including loads vast landscapes especially helps minimise costs renderingbr br pixar films shine technical brilliance one shines effective uses technical knowhowbr br enough technical babble films entertaining familyfriendly sometimes hilariously funny,Positive,positive,0.997343,0.33748698234558105
hillarious funny brooks movie ever seen watch rewatch tape times laugh cry moments really good funny movie like brooks must short brooks billionare gets streets homeless days order win entire poor district competitor reality bites end warm relations humans hightly recommend,Positive,positive,0.744386,0.32321929931640625
many years waiting anne rivers siddons noted book house next door finally filmed result veers bit novel especially first story trilogy understandable unsatisfying tv film whole absorbing actually good great book one stephen kings favorites one mine wellbr br running time fewer constraints theatrical release richness inherent original threepart story ominous ultramodern house could explored nurtured especially climactic revelation near endbr br still whole cast well thoughtful tale mindless malevolence unnecessary cheap shocks growing atmosphere dread well developed actually one disturbing scenes involves abstract painting house nextdoor amateurartist neighbor trying visualize corruption canvasbr br sure read great novel,Positive,positive,0.787349,0.3158872127532959
first introduced john waters films seeing female trouble ifc disgusted sick reason enjoyed picked pink flamingos dvd john waters boxed set movie babs johnson filthiest person alive lives trailer maryland obese egg obsessed motherand deranged son crackers movie see sick sights sex chickens dragqueens people eating feces torture sorts random humiliation film soundtrack rock roll artists problem parts film seem drag get little boring found female trouble little fun rated nc explicit sex violence disturbing images enjoy,Positive,negative,-0.989757,0.3121919631958008
seen movie twice cable first time saw caught suprise skaters seeing guys followed pages skateboarder magazine back late guys copied tried become skating glad film finally made gives accurate account came almost years old guess pretty uptight kind guy lifes problems however film great job taking back back vacant pools backyard halfpipes road trips cherry hill nj suspect order really understand movie appreciate live otherwise probably wont impact know live know exactly talking event dont care get chance see moviedo give thanks zboys dogtown memories youth thanks stacy making movie job well done,Positive,positive,0.494443,0.3048224449157715
prior comments way generous movie waste electricity plastic hand great deal fun giving friends watch describing beforehand beyond belief words express feel movie move expected friends took nondescript comments enthusiastic endorsements wrong sadistic pleasure foisting people well worth paid movie hand one former friend says owe minutes life back particularly enjoyed guns eye view parts movie truly awesome absurdity,Negative,negative,-0.836081,0.41971874237060547
slightly less sickening first two films otherwise business usual scuzzy sleazy unbalanced slice diseased cinema charles bronson back blasting action friend killed yobs terrorising neighbourhood crime see south belmont area whats done stronger police presence tougher jails harsher sentences nope solution send loose cannon like bronson mete bloodthirsty revenge writers would justice time hes personal killing machine police chief ed lauterbr br writers bend backwards make kersey hero sending useless cops area confiscate weapon elderly resident keeps protection supplying scene kersey camera stolen shoots thief right back applause watching crowd capital punishment theft well okay attitude everyone film solution dishonest twisting characters ciphers exist cheer kersey back appallingbr br sure villains scum shouldnt film leave audience make mind rather slanting entire thing towards kersey mindless answer funnily enough beleaguered residents dont fear gang reprisals blame kersey violence odd one character killed precisely kerseys involvement end film take guns sock drawers gleefully join massacre never stopping think things struggle thought kill another human beingbr br atrociously shallow performances dont help bronson literally one facial expression throughout cant even put inflection right words new heights stupidity reached machine gun rocket launcher new lows misogyny movie contrives desecrate every female character sight whether rape explosion throatslashing sets supremely stupid fashion like one victim ventures crimeridden gangcontrolled neighbourhood ask stranger another goes shopping alone night dreck pure simple mindless garbage put together without style sense,Negative,negative,-0.997008,0.36105990409851074
one favourite martial arts movies hong kong one john woos earliest films one traditional martial arts movies directed see influences working chang cheh film action good fight choreography conducted fong hak appears one bad guys movie stars wei pei five venoms fame whole host faces familiar fans golden harvest shaw brothers productions story line interesting decent plot twists build characters relationships cleverly done film vhs release uk media asia released region dvd versions dvd available usa film lovely watch either original language english dubbed version highly recommend movie,Positive,negative,-0.699144,0.34338855743408203
downhill racer essentially movie see terrific skiing sequences although story robert redfords character skier trying make us olympic team bland unsympathetic wonder care gene hackman early performance adds nicely film could watched sound wouldnt make much difference,Negative,positive,0.326936,0.32221221923828125
ever went youtube well definite question yes see boatloads icarly nickelodeon rants definite answerbr br many people think icarly dull idiotic program others think best program face earth seen many loads reviews panning icarly head giving bouquet roses opinion icarly kiddies show awfulbr br read last review reasons steryotypes goofedup drama everything sillytaco truck example carly thinks shes nice shes mean anyone drinking age stupid sam petite strong real companies mean teachersbr br webshow overuses dfx look webshow understand mean webshow also spills personal information almost every famous thing insulted icarly insults japanese race solitare mercadesbenz pacman name many reoccuring jokessams obsession meat freddys computer gibby pulling shirt etc video games based show suck freddy lack masculinity getting unoriginal show targeted towards female audience also hate shows directed male audiences prefer icarly genders words nub chiz overuse laugh tracksbr br part coming early spring time spring break,Negative,negative,-0.991587,0.32988476753234863
dont understand people movie getting high hopes movie half hour wanted leave theater vast majority reviews site people saying one best action movies theyve seen summer year etc say excellent conclusion wtf concluded besides fact bourne ride motorcycles shoot fight better anyone else comes across learn bournes character movieabsolutely f nothing okay theres lot action whats great action movie dont like cinematography film editing shaky camera effect fast changing shots used much get old fast didnt mind supremacy still easy follow used excess made quite dizzy quickly wishing saved something elsebr br movie plot movie minute chase seen bourne learn absolutely nothing entire minutes movie perfectionist everything attempts absolutely character development movie know nothing anyone wide array new characters introduced installment people said movie incredible writing suspense writing suspense theres suspense bourne perfect everything dont think anything worry best movie year may quit watching movies entirely br br many people also said matt damons performance movie one best best career performance many lines movie respect damon movies liked played different kinds characters good actor someone barely recognize one movie next someone chooses different types roles someone plays roles damon doesnt example someone vin dieselbr br anyways movie big disappointment recommend movie recommend first two bourne identity bourne supremacy definitely recommend reading three books much different movies,Negative,negative,-0.848053,0.33611583709716797
first saw ice age subiaco cinemas came back time even liked sort warmthbr br weve video number years matter many times watch never gets boring one element makes different animations made time characters particular home leave nomads thats really refreshing uplifting watchbr br also individual character surface appear putting theyre really good friends well characters charms even bad guys sid sloth charming annoying overaffectionate naive sort way manny adorable depressed reclusive character forthbr br another great point movie beauty animation environments characters modeled originally clay giving film artistic edgebr br another aspect adds feel movie gender means little hardly female characters dont really realize watch times even little effect way view film due theres also mention nuclear family would really pathetic setting like ice agebr br ice age great movie proof much effort put animations shrek incredibles came,Positive,negative,-0.852201,0.3539283275604248
ive noticed lot people taking opera task way betty reacts murders think basing complaints imagine normal person would react thing isbetty normal person due traumatic events childhood problems way way movie ever even startsand end operain opinionshe become totally unhingedbr br spoilers keep mind small child witnessed mothers lover commit least one brutal murder sadomasochist mother getting watching itbr br raised woman achieves sexual release tied watching girls get hacked slashed strangled death make healthy home life think pretty easy conclude mother would employed sorts emotional manipulation negative reinforcement ensure daughter never snitched also likely impressionable age betty might deeply confused saw something adults etcbr br betty obviously looks motheri meanshes become opera singer like mommy likes cant bad itmommy cant bad couldnt tell police mommy mysterious hooded fellow associates mommybr br betty lot deepseated emotional issues mind years trying block memory saw mother doingbut keeps coming surface manifesting form horrible nightmares skullthrobbing migraines dependence relaxation techniques sexual frigidity associates brutal violencebloody death sex subconscious level theres inner struggle part betty confused murdersex part believes things wrongbr br shes seen boyfriend murdered hooded manshe calls police yet unwilling give name part thinks murder wrong forces make call part ambivalent wont allow admit personal involvement ambivalent part takes control go way walks away phone rainand shes picked director shes acting surprisingly calm upset would think normal person would bebecause part thats blocking stuff since child trying damnedest block horror shes witnessedbr br state affairs life contribute impasse within bettys psyche singing career starting bear fruitshes going great opera singer like mother going become like mother ways darker ways able make path add reemergence hooded man murdering everyone around herbr br hooded man kills daria nicolodis character betty really takes active role defeating killer heres someone loves betty whos supported wholeheartedly emerging career fact maternal figure bettys life since mommys dead imagine terrible would lose real mother see woman closest thing mother get shot eyeballbr br could go onbut wont main gist im saying character betty lot complex reviewers willing acknowledgebr br opera one argentos bestand visuals alone although truly magnificent inventive murders although depth hereand attention needs paid,Positive,negative,-0.658687,0.33277297019958496
peter boyle always great actor proved performance gunho bigot making hate everytime used n word watched big mouth wanted punch lights think peter boyle monk supporting actor everybody loves raymond susan sarandon making first debut need bath right away enjoyed sharing someone else dirty water noticed large raggerty ann dollcreator john gruelle thing susan could actually trust love doll appeared quite scenes really want know way drugs free love pipe dreams enjoy excellent direction john g avildsen rocky karate kid always thought peter boyle blown away end definitely cult classic well worth viewing sharing others,Positive,positive,0.948253,0.3301682472229004
also found movie discount rack made mistake purchasing sandra bullock featured cover cinematography terrible back dvd box told plot movie oh love uzi camnotbr br,Negative,negative,-0.974038,0.3385186195373535
deathly unfunny girls stays deathly unfunny uncle bennys beach house uncle beeny doesnt like party guess deathly unfunny girls yup guessed deathly unfunny beach party didnt catch subliminal message im trying convey first youre moron would rather watch nude jello tag team watching match bea aurther cameryn manhiem vs rosie odonnell jessica tandy movie lose term loosely badbr br grade f br br eye candy kristin novak charity rahmer go topless iva singer shows breasts buns,Negative,negative,-0.999251,0.30474042892456055
ever mood truly terrible film would hard find something could even compare spent lot time watching lot terrible movies sheer joy get man one worst movie bad buy third beastermaster online one wasnt bad amazing since straight video one films hard comprehend made first place mean someone actually read script many scripts im sure made several drafts said yeah thats heres money actually probably wanted make beastmaster even script went whatever ack horrible fan really bad movies watch one true classic film doesnt get much worse please let know,Negative,negative,-0.994943,0.33266592025756836
best experience disney themeparks certainly better original acidtrip film place leagues better honey shrunk audience far fun barely squeaks muppetvision movie disneymgm even beat original movie experience captain eo film relives disneys greatest musical hits aladdin little mermaid others brought smile face throughout entire show totally kidfriendly movie unlike honey effects spectacular muppetvision,Positive,positive,0.971842,0.3014254570007324
really loved gwtw find quite disappointing story may think romantic story south probably satisfied decent tv production altought consider important miscast choice scarlett let say considering novel nothing good could came thisbr br ive read gwtw times really appreciate adaptation mrs mitchell film took time understand good ending scarlett knew sure going recover rhett since always got wanted kiss endbr br alexandra ripley came fix showing us exactly perfect mighty scarlett could course describing detail exactly gets rhett back even important affair someone else nothing could mrs mitchell mind surebr br story points opinion long boring ride made tie ends showing costumes scenarios give us obvious totally unnecessary endingbr br margaret mitchell could came live would die one time moment shed find scarlett became gwtwbr br sure fair compare original gwtw fault isnt good dont compare original maybe sorry say dont really carebr br would expect little compromise continue someone elses suberb work otherwise dont even try,Negative,negative,-0.996175,0.3872032165527344
looking sets staging editing easy tell project lacked proper budget maybe bela lugosi meant take mind things like young brides drop dead altar saying corpses stolen renowned horticulturist dr lorenzlugosiand couple freakish minions aging wifeelizabeth russellneeds injections glandular fluids young virgins remain forever youngforever beautiful eager local cub reporterluana waltersrealizes missing bride wore rare orchid altar orchid dr lorenz would knowledgeable typical horror movie storm brews making visit lorenz estate bit spooky especially dwarf slobbering hunchback premises players angelo rossitto tristram coffin minerva urecal frank moran,Negative,negative,-0.949535,0.3308539390563965
thanks silly horror movies like troll indescribably atrocious cultfavorite troll become practically impossible take movies kobolds gnomes various types little green hobgoblins seriously days recently watched madefortv movie dont afraid dark basically quite terrifying serioustoned film domestic little goblin monsters yet still couldnt help thinking back laughinducing potato headed critters dressed garbage bags running amok troll thing happened much tried going inhabited clear mindset unconsciously kept comparing supposedly creepy menacing garden fairies badly sculptured goblins nilbog still even without prejudices inhabited remotely entertaining albeit unmemorable straighttovideo horror flick cheesy soft politically correct pastiche family drama northern europe mythology annoying murderous little creatures movie arent plain average goblins huldre wicked little norwegian demons live underground attempt chase happy families houses influencing youngest children overcomes russell family move ramshackle dream house remote little town cherubic blond daughter milfactress megan gallagher starts behave strangely whenever hangs cute play house back garden claims friends fairies even though sinister handyman also warns strange occurrences past ginas parents simply think girl troubles adjusting new neighborhood keeps rattling fairies arrange appointment acclaimed psychologist dr werner whilst huldre slowly coming botanical shelter much special mention pace acceptable attempts build suspense pretty cute understand familyfriendly horror movie bloody murder sequences graphically shown heck even cadaver familys pet cat kept offscreen umpteenth nonsensical horror movie malcolm mcdowell pops practically always depicts unreliable greedy selfcentered authority figure,Negative,positive,0.442902,0.34492039680480957
know movies arent necessarily supposed mirror reality one got nerves perpetuates ignorant stereotypes psychological trauma mental illness psycho mom thing done many times usually done better much rest plot farfetched well acting horrible nothing rave aboutbr br one highlight longtime fan general hospital trip see one roles played former gh regular jon lindstrombr br anyway overlook bogus psychoanalytical part way person must suspend reality judgment watching lot movies movie might tolerable nothing better fairly low standardsbr br im sorry spent time watching,Negative,negative,-0.987196,0.33450818061828613
take young pretty people put exotic locale stick bad guys two lead characters find romance couple heavy breathing scenes create flimsiest plots work happy ending everybody three four get murdered course thats classic successful format harlequin romance good bad either like little yellow pocket books location stuff budapest especially interesting even didnt use wonderful old train station designed gustave eifel show citys famous thermal baths,Negative,negative,-0.537527,0.45633602142333984
bestselling horror novelist cheryl solid sympathetic performance lovely virginia bryant husband tom likable paolo serra son bobby nicely played patrizio vinci go remote castle located countryside summer vacation local legend claims area cursed cheryl discovers creepy hairy nasty ogre hulking david flosi strikingly hideous costume living basement cheryl surmount deepseated childhood fear beast defeat foul find directorcowriter lamberto bava expert job creating sustaining eerie unnerving nightmarish mood moreover bava eschews standard bloodnguts fright flick routine favor crafting compelling provocative dark adult fairytalelike fable best way overcome frightens us face said source head sturdy supporting turns sabrina ferilli friendly school teacher anna stefania montorsi hottie babysitter maria alex serra batty painter dario gianfranco transuntos glossy cinematography boasts fluid tracking shots plenty great atmospheric lighting fabrizio sforzas gnarly makeup fx simon boswells splendidly spirited spookynshuddery score dank dark cobwebcovered cellar set hit skincrawling spot well worth watching,Positive,positive,0.997996,0.32981157302856445
frank loesser masterpiece amusing lyrics competent themes solid construction adapted damon runyon material musicals book surprising film seamlessly musical numbers flow storyline abe burrows book contributions loesser michael kidd choreographer outstanding art direction contributed joseph wright storyline told two sentences nathan detroit played frank sinatra needs cash finance permanent floating crap game amuse big julie chicago mob boss bets oddsplayer sky masterson wellpresented marlon brando get salvation army girl go havana masterson wins bet saves mission falls love girl gets gamblers riffraff crap game attend service tells everybody lady impervious charmsa complete lie course ends lady detroit marries hi longsuffering fiance vivian blaine others cast include stubby kaye johnny silver robert keith bs pulley big julie mobster sheldon leonard regis toomey mary alan kokanson kathryn givney salvation army leader veda ann borg jean simmons tepid salvation army girl sarah brown famous musical numbers awardwinning broadway smash include fugue tinhorns guys dolls luck lady ill know person could develop cold oldest established permnanet floating crap game new york joseph l mankiewicz cleopatra letter three wives fame directed proceedings flow work interestingly successfully kept moving equally adept getting fine dialogue acting directing huge numbers luck lady varied challenging brawl section havana woman love section created film precedes presenting title song guys dolls pet poppa set club blaine works acting uneven simmons seems wrong part times brando gets singing good much time instinct charm underplaying even comedy scenes sinatra tries hard wrong role several reasons nathan detroit blaine bit tootheatrical selling numbers course sings professionally leonard toomey kaye keith pulley asked points stylized opening closing made work well film triumph loessers amiable subtle lyrics director mankiewicz ringmaster genre musicals ably justified instance delightful different,Positive,positive,0.889892,0.3536968231201172
spoilersbr br gave film scenes never forgetby way husband rented surprising nonblow em almost chick looking flickbut guessed saw covergirls school uniformsduhlolah well men ya cant beat em join embr br bijou philips one favorites indie screentoo cutenot gets bestiality toy dog best lesbian town according bubbly outrageous characterthat would first worthwhile scenebr br enters restroom lovely gown goes stallafter bit gets goes party pathetically sad cat character hands shiny silver ice bucket host partythe host looks precious silver ice bucket says oh god poobr br love bijou phillips creativity unusual movie choices would definitely one themand um would rent poo scene youi big poo jokes fan definitely puts party people place didnt look like good time anywaylolyou never forget two sceneshmm want databanksmaybe shouldnt follow advice alllolbr br dominique swain kind squirrelly sad confusing nonsensical role tart dont know cant decide like indie films indie films awesome couldnt pick good ones going check movies reserve judgment one pardon reference beasts dog,Negative,negative,-0.998192,0.35172438621520996
saw important intense film tonight richard gere claires danes important best work gere deserves oscar fine portrayal man forced early retirement sex offender registrar administrator claire danes riveting woman gere handpicks replace woman tries teach investigating one final case geres character convinced one charged monitor may holding young girl hostage subject matter shocking sex offenders monitor film soon forgotten know haunted geres portrayal long time since anthony hopkins portrayal serial killer screen portrayal terrified engaged film opens shocking statistic dont miss opening credits intense memorable richard geres finest role proving man act danes well extraordinarily well often challenging filmbr br gutsy film gere gives multilayered deeply felt performance give oscar nowhe deserves,Positive,negative,-0.357005,0.30545496940612793
littleseen antiwar film ignored long time thanksgiving place typical suburban home somewhere texas oldest son comeback vietnam hell time readjusting life left behind family know handle problem honestly dont think im exaggerating say one heartwrenching war films ive seen funny thing handful combat sequences entire movie story takes place inside house period couple days kind war takes place home intense real battlefield action film something difficult accomplish somehow estevez team created film embodies entire vietnam experience considering similarities vietnam current invasion iraq film surprisingly relevant estevez magnificent job material gets lot help handpicked cast martin sheen kathy bates particular superb parents truly moving film highly recommended,Positive,positive,0.999951,0.32764482498168945
remember dad hiring episodes video whole family loved moved away home life trying share fabulous jim henson creations husband stepson starting find everyone henson fan pity since means put searching series even though dont find interesting would highly recommend anybody getting hold storyteller lost world tales time people could talk unexplained situations stories people need care ever confronted situations,Positive,negative,-0.946831,0.3368995189666748
rd view best blackadder seriesbr br downside lord percy funniest character previous series hugh lauries prince regent suitably madcap laugh linebr br package quality convincing regency sets superb cutting sarcasm little bits wacky macbeth actors standing prince georges lucky us chicken impression missing words dr johnsons dictionarybr br comedies quite clever funny okay odd lame observation line gets mostly scream,Positive,negative,-0.708625,0.34993624687194824
didnt know anything dvd hired quick look comments decided keep open mind obviously independent film low budget didnt worry watch anything derick jacobi always played part well pity one else watched atonement weeks ago vanessa redgrave sublime seemed turn read lines opinion main mistake casting vinnie jones honest saw picture dvd cover didnt notice got top billing sticker strategically placed name watchable quite liked dickens story alongside present day maybe capable actor playing lead might worked better still weak,Negative,negative,-0.905724,0.33402276039123535
love westerns could watch day good bad ugly time favorite watched silverado probably th time day featured cmt however movie shiloh falls without doubt worst western ever watched acting terrible around explain nothing end mysterious compass looking thing good part think goodlooking cantina girl noticeable long pauses dialog seemed intentional make time make movie acceptable length movie wasnt even worth new rental fee paid local movie rental store felt like robbed deserving rental refund thing reason finished hate see movie end turned half way bad director please better job decide make another kind movie potential turn people westerns,Negative,negative,-0.998766,0.32761454582214355
based novel michael chabon mysteries pittsburgh young son notorious gangster spends last teenage summer roaming around two friends year young art bechstein jon foster crossroads completely opposed fathers lifestyle art plans become stockbroker visually contrived painful attempts create beautiful hip indie cinematography whole film feels like director whose previous effort dodgeball funny outright commercial desperately seeking indie credibility cobbling together aspects indie films sprinkling stars like mena suvari sienna miller nick nolte like many starladen premieres sundance year felt like secrety studiosponsored vanity project help director earn indie credibility points failed respect film right,Negative,negative,-0.953709,0.3266439437866211
spoilers hot sexy linda blair witch amelia reynolds upset friend rival witch across town erica barens julie strain amelia getting husband hal edward albert get promotion job giger greengrass lawfirm deserving larry barnes larry poindexter happens married erica cast spell hal causing lose control car end almost killing himselfbr br larry finding ericas attempt best friend larrys life violent fight causing erica fall balcony death larry goes back exwife carol rochelle sanson things begin really heat emotional sexually wicked amelia tries dead spirit erica take carols body end murdering larry holds responsible husband hals injury left permanently confined wheelchairbr br much story lots cheese softcore action poor larry getting manipulated amelia resurrection erica plans kill first chance turns back amelia bit whacked exactly knowing isnt threat amelia even gets poor innocent gardener stan michael parks first lose family bloody house invasion breakin mind accused police murderer finally life getting blasted ameila hes made runs reynolds house control mad hatter trying murder crippled hal br br larry parks looked acted weird feeling accidentally walked onto set sorceress ended cast playing part stan without help benefit script improvised way slowly realized godawful bad movie really stan getting killed early film big plus since didnt sufferlike us watching entire brainless mindnumbing moviebr br becomes evident well makers sorceress shenanigans screen come kind hopeful successful conclusion trick ending put finally end movie ending best thing besides miss blair rest wellendowed woman cast one say film,Negative,negative,-0.978789,0.3607351779937744
truly awful film made cinematographerturneddirector ted tetzlaff decent enough looking film timebomb movie totally devoid tension whatsoever ford someone put sleepwalks though one characteristic smirk details thrown around canadian exarmy raf defused bombs war wife leaving none back stories add much bomber complete mystery trying blow shipment mines matter time period talking wwii postwar assumed latter makes bombers motive even salient generally though horrible film plenty good timebomb flicks skip one watch episode danger uxb exciting time running time,Negative,negative,-0.977165,0.3069615364074707
born substandard episode season one deals subject reincarnation doesnt fly ive never big reincarnation could part apathy toward episode reference tooms case nice continuation previous episode positives end unfortunate takes place beginning episode think ludicrous dead guy would chose reincarnate body completely unrelated girl waits girl turns eight start exacting revenge theres even serious lack witty mulder scully dialogue keep episode afloat youre reincarnation maybe episode alley youre least learn bradycardia,Negative,negative,-0.995813,0.32668590545654297
david cronenberg movies easily identifiable least elements within movie stand trademarks fetishism blurring organic inorganic squishy throbbing things shouldnt squishy throbbing existenz classic cronenberg briefly future generation computer games instead video monitor visuals supplied mind game plugs directly bio port base spine game running player cant tell reality game jennifer jason leigh plays games developer guiding novitiate marketeer jude law games paces game uncover strange goingson possible crimes real game even games author knows br br movie quite treat keeping viewer engaged dark final minutes another thing like existenz doesnt use heavy reliance special effects story propels movie recommended saturday night science fiction called,Positive,negative,-0.807091,0.35541772842407227
magnificent unforgettable stunningly atmospheric brilliantly acted allbr br really understand sort people panning masterpiece giving preponderance votes nine onesbr br along grapes wrath john fords greatest movie would say long voyage home next line though quite way backbr br rating deserves,Positive,positive,0.999996,0.319643497467041
subjected atrocity wife tried turn minutes forced whole thing must hands gruesome pretense movie everbr br great script moments asbr br sammy gets right away gets bonus madam boner sammy bonusbr br summarize horrible script terrible acting incredibly illogical,Negative,negative,-0.99991,0.33298492431640625
know know plan outer space worst movie maybe manos hands fate cant get worked sockmonkey movies course theyre bad could good youre talking movies respectable production values bankable talent rex turkeys yentl treacly phoniness selfabsorbed asininity stains everything barbra streisand done since reaches culmination movie lonely summit awfulness yentl looks back star born forward mirror two faces nothing else quite like emotional undertow dragged streisand make movie would rather speculate audience playing possibly imagine although ill bet theres nine ten chance arent member itbr br nobel prizewinner saintly guardian yiddish literature isaac bashevis singer outraged streisand story blasted public tribute streisands impenetrable vulgarity didnt commit suicide went make awful movies,Negative,negative,-0.996608,0.34758543968200684
oh vaguely famous actress film plays mother child shown bbc half past midnight wonder yup tvm br br youve got hand tvm producers content making one mediocre movie usually give us two mediocre movies two themes mixed together nowhere hide different first theme woman danger theme cross pollinated woman suffering pain divorce theme means scene heroine surviving murder attempt followed scene son sam ask divorced tvm answers reason people change rather say something along lines like im right slapper daddy cruises mens public toilets sex happen real life divorce cases young sam feel sorry parents divorced hes thick two short planks actually since hes stupid deserves sympathy hes unaware man flushing stuff toilet drug dealer unaware might die someone shoots unaware love lucy painfully unfunny childhoods innocent ah well orwell said ignorance strength oh hold sam suddenly expert marine life character development poor scripting know one moneys strange sam boy genuis hasnt noticed story set people often wear clothes drive cars ride trains turns plot twist mother whos dummy theres final plot twist left feeling like idiot watching,Negative,negative,-0.999831,0.335965633392334
wanted say liked movie lot also want ask somethingdoes anyone know artistsong name song young boy cant remember name plays cdplayer dad men comes takes tv cdplayer song freaking cool even though cant understand word theyre sayingfeel free mail artistsong name hpnxhotmailcom thanks lot advance repeating wanted say liked movie lot also want ask somethingdoes anyone know artistsong name song young boy cant remember name plays cdplayer dad men comes takes tv cdplayer song freaking cool even though cant understand word theyre sayingfeel free mail artistsong name hpnxhotmailcom thanks lot advance,Positive,positive,0.658844,0.3446197509765625
want add praise production film especially luminous cinematography firelight glistening smooth muscled skin creates stunningly beautiful imagery film nominated single oscar first given editing malas performance moody penetrating powerful,Positive,positive,0.999803,0.29819393157958984
sure film full black militant stereotypes much jargon time sense movie indeed dated satirical look americas number one parasitical industry advertising still target important counter message namely effect big bucks would make industry socially responsibleno promoting war toys alcohol etc thus movies also allures capitalism note example putneys garb suddenly changes resemble thirdworld revolutionary fidels pulls firm moment looks like swopes minirevolution succeeded among staff hes moving maybe spread movement former militants succumb allure big bucks departs shaking head perhaps hijack plane cuba downeys final word however ironical one arab believe burns money tower leaving metaphorical structure advertising capitalism smoking ruin looks like change succeed cleansing act destruction process reforma message consistent radical spirit timebr br whatever subtext genuinely funny moments especially commercials play well compare anarchic style marx bros make good point throwaway lines fly thick fast along outrageous setups forty years later still hard movie get consistent handle despite crudities however film remains work daring originality genuinely telling moments,Positive,positive,0.869742,0.3389892578125
knowing film checked video store seeing enjoyed little seen multigenre flick director bernard rose candyman immortal beloved great story characters fan glenne healdys surprised british accent exception film ending however worth rent,Positive,positive,0.776608,0.2954256534576416
isnt bad tv movie shtrafbat short shtrafnoy batallion means penal batallion battallions formed due increasing demand soldiers soviet union taking heavy casualties war battalions consisted convicts dishonored soldiers given chance clear names proving combat looked upon scum expended easily combat without much regret much honor part military often sent suicide missions suffered extreme casualties ones refused fight executed sight needless say lives suckedbr br nice performances cast especially yuri stepanov played antip aleksandr bashirov played stirah roman madyanov played major kharchenko however series isnt really addictive part long couldve lot shorter effectivebr br although war shtrafbat mild violence pretty much gore relies solely actors make work tv series producers didnt want scare viewers sponsorsbr br shtrafbat explores cruelty soviet regime explaines many men chose fight nazis instead joining personally id rather fascist communist given circumstances presented film one character explains soviets stripped farm clean family died starvation anger burned got arrested destroying kolhoz property ended penal battalion criminal antip reminisced mother killed youngest son feed rest family men explained fought motherland rather sovietsbr br penal battalion one marinenaval infantry raped girl killing comrade prosess threatened comrade keep mouth shut ordeals feigned injury came fighting top girl committed suicide due shame imagine enough marines watched movie theyd pick banners riot streets calling boycott official apology producersbr br say least id recommend anyone slightest interest former soviet union world war ii dont think wasted minutes life,Positive,negative,-0.999971,0.3399653434753418
disliked movie apart sheer ugliness actors someone might actually believe crapbr br first second coming christ end words jesus christ come judgement day come human form come full glory god shall judged sins also consequences actions everyone secondly seen eternal gay pride illustrated movie unquestionable read bible last night written anywhere well moses cites different occasions men make love men women make love man wife killed never inherit kingdom god foul truly us follow bible word word would executions wouldnt think misinforming people harm would old testamentbr br lots lunatics psychiatric wards think son god make movie truly makes think many idiots make movie,Negative,negative,-0.976344,0.3479580879211426
excellent film momento nolans big budget film much better would recommend people go see momento like see film film shot black white bit annoyed first film understand black white best way film seen extremely gripping reasonably easy understand even though way made extremely clever elements storyline think bit daft film definitely worthy second viewing conculde film clever plot clever twists turns good acting bearing mind budget film say pretty amazing,Positive,positive,0.994059,0.31966733932495117
